,id,object_name,chain,object_type,address,number,coordinates,street
0,151635,сметана,нет,кафе,"город Москва, улица Егора Абакумова, дом 9",48,"37.714474,55.879005",улица Егора Абакумова
1,77874,родник,нет,кафе,"город Москва, улица Талалихина, дом 2/1, корпус 1",35,"37.673295,55.738307",улица Талалихина
2,24309,кафе «академия»,нет,кафе,"город Москва, Абельмановская улица, дом 6",95,"37.669576,55.735571",Абельмановская улица
3,21894,пиццетория,да,кафе,"город Москва, Абрамцевская улица, дом 1",40,"37.573007,55.892713",Абрамцевская улица
4,119365,кафе «вишневая метель»,нет,кафе,"город Москва, Абрамцевская улица, дом 9, корпус 1",50,"37.572279,55.904074",Абрамцевская улица
5,27429,стол. при гоу сош № 1051,нет,столовая,"город Москва, Абрамцевская улица, дом 15, корпус 1",240,"37.571525,55.906744",Абрамцевская улица
6,148815,брусника,да,кафе,"город Москва, переулок Сивцев Вражек, дом 6/2",10,"37.598043,55.747388",переулок Сивцев Вражек
7,20957,буфет мтуси,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",90,"37.715471,55.754882",Авиамоторная улица
8,20958,кпф семья-1,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",150,"37.715471,55.754882",Авиамоторная улица
9,28858,столовая мтуси,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",120,"37.715471,55.754882",Авиамоторная улица
10,148595,пекарня 24,нет,закусочная,"город Москва, Авиамоторная улица, дом 47",5,"37.718489,55.750211",Авиамоторная улица
11,23394,гогиели,нет,кафе,"город Москва, Авиамоторная улица, дом 49/1",24,"37.719702,55.748468",Авиамоторная улица
12,28582,школа 735,нет,столовая,"город Москва, Авиамоторная улица, дом 51",140,"37.720986,55.746304",Авиамоторная улица
13,22579,алло пицца,да,кафе,"город Москва, улица Авиаторов, дом 14",32,"37.398051,55.645334",улица Авиаторов
14,23670,гимназия 1542,нет,столовая,"город Москва, улица Авиаторов, дом 16",270,"37.399399,55.645304",улица Авиаторов
15,23663,школа 1011,нет,столовая,"город Москва, улица Авиаторов, дом 18",320,"37.400099,55.644689",улица Авиаторов
16,144107,суши wok,да,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 3",7,"37.605715,55.662334",Азовская улица
17,154654,донер кебаб,нет,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 4",2,"37.602049,55.660374",Азовская улица
18,58565,тануки,да,ресторан,"город Москва, Большая Академическая улица, дом 65",160,"37.54736,55.840427",Большая Академическая улица
19,153644,американская лаборатория десертов,нет,кафе,"город Москва, Филипповский переулок, дом 15/5",20,"37.598573,55.75058",Филипповский переулок
20,21950,кафе,нет,кафе,"город Москва, Алтайская улица, дом 33/7",30,"37.832952,55.820824",Алтайская улица
21,84832,кафе уют,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",110,"37.58588,55.85578",Алтуфьевское шоссе
22,26931,долина чайхона,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",150,"37.58588,55.85578",Алтуфьевское шоссе
23,28751,гбоу школа № 1411 (970),нет,столовая,"город Москва, Алтуфьевское шоссе, дом 42Б",120,"37.589042,55.872764",Алтуфьевское шоссе
24,125608,кафетерий,нет,кафетерий,"город Москва, Алтуфьевское шоссе, дом 56",6,"37.587865,55.880778",Алтуфьевское шоссе
25,81554,домино'с пицца,да,кафе,"город Москва, Алтуфьевское шоссе, дом 56",24,"37.587865,55.880778",Алтуфьевское шоссе
26,21304,рахимкулова т.х.,нет,буфет,"город Москва, Алтуфьевское шоссе, дом 102Б",20,"37.591297,55.903973",Алтуфьевское шоссе
27,29223,столовая при гуп объединенный комбинат школьного питания,нет,столовая,"город Москва, улица Амундсена, дом 10",192,"37.657206,55.853001",улица Амундсена
28,27439,школа 1444,нет,столовая,"город Москва, Анадырский проезд, дом 55",240,"37.705086,55.878187",Анадырский проезд
29,22767,мархал,нет,кафе,"город Москва, Ангарская улица, дом 1, корпус 2",120,"37.509873,55.871885",Ангарская улица
30,24387,готика,да,ресторан,"город Москва, Ангарская улица, дом 39",65,"37.524516,55.879263",Ангарская улица
31,29006,гимназия № 1527,нет,столовая,"город Москва, проспект Андропова, дом 17, корпус 2",240,"37.66821,55.683229",проспект Андропова
32,70791,кафе «хинкальная»,нет,кафе,"город Москва, проспект Андропова, дом 26",45,"37.662821,55.680828",проспект Андропова
33,69243,суши wok,да,кафе,"город Москва, проспект Андропова, дом 30",4,"37.662425,55.679138",проспект Андропова
34,25711,рыба & мясо на углях,нет,кафе,"город Москва, проспект Андропова, дом 35А",45,"37.664788,55.673549",проспект Андропова
35,21157,кларом,нет,столовая,"город Москва, проспект Андропова, дом 38, корпус 2",24,"37.659605,55.674484",проспект Андропова
36,127979,месопотамия,нет,ресторан,"город Москва, улица Арбат, дом 4, строение 1",50,"37.598348,55.752019",улица Арбат
37,24968,му-му,да,кафе,"город Москва, улица Арбат, дом 4, строение 1",125,"37.598348,55.752019",улица Арбат
38,127980,хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 6/2",20,"37.597522,55.751741",улица Арбат
39,88194,tajj mahal,да,ресторан,"город Москва, улица Арбат, дом 6/2",100,"37.597522,55.751741",улица Арбат
40,107496,калифорния дайнер,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",150,"37.595348,55.750423",улица Арбат
41,110269,балалаечная,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",49,"37.595348,55.750423",улица Арбат
42,74969,пиросмани,нет,кафе,"город Москва, улица Арбат, дом 25/36",63,"37.594764,55.750094",улица Арбат
43,74970,данкин донатс,да,кафе,"город Москва, улица Арбат, дом 25/36",48,"37.594764,55.750094",улица Арбат
44,74979,вареничная №1,да,кафе,"город Москва, улица Арбат, дом 29",120,"37.59356,55.749871",улица Арбат
45,21723,шоколадница,да,кафе,"город Москва, улица Арбат, дом 29",40,"37.59356,55.749871",улица Арбат
46,24967,il pizzaiolo,нет,ресторан,"город Москва, улица Арбат, дом 31",70,"37.592959,55.749689",улица Арбат
47,24973,теремок,да,кафе,"город Москва, улица Арбат, дом 32",22,"37.589617,55.749172",улица Арбат
48,21720,хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 32",40,"37.589617,55.749172",улица Арбат
49,140165,мосбург,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",30,"37.588826,55.748848",улица Арбат
50,127855,эрик рыжий,нет,ресторан,"город Москва, улица Арбат, дом 36/2, строение 1",30,"37.588826,55.748848",улица Арбат
51,152754,домашняя снедь,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",56,"37.588826,55.748848",улица Арбат
52,76932,хинкальная,да,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",38,"37.588826,55.748848",улица Арбат
53,21998,му-му,да,кафе,"город Москва, улица Арбат, дом 45/24",220,"37.588206,55.74829",улица Арбат
54,27311,восточный квартал,нет,ресторан,"город Москва, улица Арбат, дом 45/24",90,"37.588206,55.74829",улица Арбат
55,24970,почтмейстер,нет,ресторан,"город Москва, улица Арбат, дом 47/23",30,"37.587533,55.748057",улица Арбат
56,73570,босфор,нет,ресторан,"город Москва, улица Арбат, дом 47/23",78,"37.587533,55.748057",улица Арбат
57,20050,мастер,нет,ресторан,"город Москва, улица Артамонова, дом 7",20,"37.459352,55.719095",улица Артамонова
58,21687,шантимель,да,кафе,"город Москва, Астраханский переулок, дом 1/15",20,"37.639869,55.777353",Астраханский переулок
59,21065,буфет при астраханских банях,нет,буфет,"город Москва, Астраханский переулок, дом 5/9",3,"37.639572,55.778861",Астраханский переулок
60,27395,столовая при школе 2097,нет,столовая,"город Москва, Аэродромная улица, дом 9",240,"37.430139,55.84674",Аэродромная улица
61,21214,столовая,нет,столовая,"город Москва, Бабаевская улица, дом 3",90,"37.689069,55.790595",Бабаевская улица
62,21483,буфет шк.104,нет,буфет,"город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2",80,"37.562236,55.68498",улица Ивана Бабушкина
63,23843,карл баленг,нет,кафе,"город Москва, улица Ивана Бабушкина, дом 17, корпус 1",46,"37.561257,55.684676",улица Ивана Бабушкина
64,27474,гбоу школа № 1078,нет,столовая,"город Москва, Байкальская улица, дом 29",110,"37.807261,55.817749",Байкальская улица
65,25274,старый дворик,нет,кафе,"город Москва, Байкальская улица, дом 31",50,"37.808321,55.81778",Байкальская улица
66,124164,пивной погребок,нет,кафе,"город Москва, Бакинская улица, дом 29",15,"37.660772,55.618181",Бакинская улица
67,27265,тануки,да,ресторан,"город Москва, Балаклавский проспект, дом 48, корпус 1",96,"37.571174,55.64855",Балаклавский проспект
68,139766,паб «шемрок»,нет,бар,"город Москва, Балаклавский проспект, дом 54",30,"37.567366,55.649581",Балаклавский проспект
69,22139,хуанхэ,нет,ресторан,"город Москва, 1-й Балтийский переулок, дом 3/25",60,"37.518785,55.810471",1-й Балтийский переулок
70,53084,специализированный цех магнолия,нет,столовая,"город Москва, улица Барклая, дом 16, корпус 1",7,"37.496614,55.745863",улица Барклая
71,59265,кафе-бар альбом,нет,кафе,"город Москва, Новая Басманная улица, дом 12, строение 2",80,"37.657188,55.769018",Новая Басманная улица
72,21830,шоколадница,да,кафе,"город Москва, Бауманская улица, дом 33/2, строение 1",48,"37.678757,55.772796",Бауманская улица
73,22366,му-му,да,кафе,"город Москва, Бауманская улица, дом 35/1",160,"37.679053,55.771742",Бауманская улица
74,143094,кальянный клуб дымок уголек,нет,кафе,"город Москва, Татарская улица, дом 14",30,"37.637623,55.733989",Татарская улица
75,22804,домино'с пицца,да,кафе,"город Москва, Башиловская улица, дом 3, корпус 1",10,"37.576456,55.794178",Башиловская улица
76,22805,хинкальная city,да,кафе,"город Москва, Башиловская улица, дом 19",63,"37.575316,55.799892",Башиловская улица
77,28443,свобода,нет,столовая,"город Москва, Башиловская улица, дом 21",40,"37.574759,55.801298",Башиловская улица
78,69176,хинкальный дом колхида,нет,кафе,"город Москва, Беговая улица, дом 7",47,"37.555777,55.778061",Беговая улица
79,155857,глав пирог,нет,кафе,"город Москва, Беговая улица, дом 17, корпус 1",30,"37.559784,55.781742",Беговая улица
80,27201,розмарин,нет,ресторан,"город Москва, Беговая улица, дом 28",80,"37.561068,55.781464",Беговая улица
81,25833,азербайджан,нет,ресторан,"город Москва, улица Демьяна Бедного, дом 4",180,"37.48693,55.770401",улица Демьяна Бедного
82,26239,орхидея,нет,ресторан,"город Москва, Белореченская улица, дом 13, корпус 1",250,"37.767115,55.673316",Белореченская улица
83,28880,школа 1186,нет,буфет,"город Москва, Белореченская улица, дом 17",200,"37.767025,55.672646",Белореченская улица
84,23993,кружка,да,кафе,"город Москва, Бережковская набережная, дом 8",32,"37.566288,55.739458",Бережковская набережная
85,20422,пост скриптум,нет,кафе,"город Москва, Бережковская набережная, дом 14",48,"37.563215,55.737066",Бережковская набережная
86,69160,ciao bella,нет,кафе,"город Москва, улица Берзарина, дом 8",110,"37.490973,55.787983",улица Берзарина
87,20344,кафе бар бульвар,нет,бар,"город Москва, Бескудниковский бульвар, дом 40, корпус 3",60,"37.551223,55.874072",Бескудниковский бульвар
88,24363,вояж,нет,ресторан,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",80,"37.538862,55.8724",Бескудниковский бульвар
89,28754,гбоу школа № 1411 (267),нет,столовая,"город Москва, улица Бестужевых, дом 23",120,"37.609748,55.872011",улица Бестужевых
90,115311,жигулевское,нет,кафе,"город Москва, Бибиревская улица, дом 7, корпус 1",49,"37.593129,55.880258",Бибиревская улица
91,25933,сестры,нет,ресторан,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",60,"37.499579,55.790757",улица Маршала Бирюзова
92,27841,столовая гбоу «курчатовская школа»,нет,столовая,"город Москва, улица Маршала Бирюзова, дом 4, корпус 2",60,"37.500953,55.791046",улица Маршала Бирюзова
93,152892,чайникофф,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 9",30,"37.496345,55.79144",улица Маршала Бирюзова
94,22293,лукум,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 12",25,"37.494458,55.793328",улица Маршала Бирюзова
95,127674,суши shop,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Бирюзова, дом 13",12,"37.494925,55.792189",улица Маршала Бирюзова
96,142568,хинкальная (на м. бирюзова),нет,кафе,"город Москва, улица Маршала Бирюзова, дом 16",14,"37.492033,55.794573",улица Маршала Бирюзова
97,125817,шаурма жи,нет,закусочная,"город Москва, улица Маршала Бирюзова, дом 19",16,"37.491143,55.794366",улица Маршала Бирюзова
98,129397,суши вок,да,кафе,"город Москва, улица Маршала Бирюзова, дом 19",6,"37.491143,55.794366",улица Маршала Бирюзова
99,22292,примавера,да,ресторан,"город Москва, улица Маршала Бирюзова, дом 21",50,"37.490353,55.794796",улица Маршала Бирюзова
100,58827,траттория,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 22, корпус 1",45,"37.48958,55.79599",улица Маршала Бирюзова
101,69377,суши store,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 28",6,"37.486661,55.797387",улица Маршала Бирюзова
102,69159,булочная № 5,нет,кафетерий,"город Москва, улица Маршала Бирюзова, дом 28",10,"37.486661,55.797387",улица Маршала Бирюзова
103,24437,идилия,нет,кафе,"город Москва, Бойцовая улица, дом 17, корпус 1",48,"37.718238,55.811745",Бойцовая улица
104,29364,школа № 554,нет,столовая,"город Москва, Болотниковская улица, дом 47, корпус 1",70,"37.583104,55.661806",Болотниковская улица
105,24616,сказка востока,нет,ресторан,"город Москва, Коктебельская улица, дом 11, строение 3",420,"37.585107,55.563747",Коктебельская улица
106,28731,столовая при школе 1494 (3),нет,столовая,"город Москва, Ботаническая улица, дом 11",100,"37.601609,55.82528",Ботаническая улица
107,24656,хочу на дачу,нет,кафе,"город Москва, 1-й Боткинский проезд, дом 2/6",48,"37.555912,55.781519",1-й Боткинский проезд
108,22284,старый батумъ,нет,кафе,"город Москва, улица Академика Бочвара, дом 7, корпус 1",70,"37.461903,55.805953",улица Академика Бочвара
109,21616,суши-сет,нет,закусочная,"город Москва, улица Академика Бочвара, дом 7, корпус 1",5,"37.461903,55.805953",улица Академика Бочвара
110,24779,кафе русский «водочный» дом,нет,кафе,"город Москва, улица Бочкова, дом 5",30,"37.632745,55.810081",улица Бочкова
111,76961,виктория,да,кафе,"город Москва, 2-я Брестская улица, дом 24/15",98,"37.588467,55.77236",2-я Брестская улица
112,72564,вареничная №1,да,кафе,"город Москва, 2-я Брестская улица, дом 43",75,"37.583841,55.774583",2-я Брестская улица
113,28608,комбинат питания мгту им.н.э.баумана,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",34,"37.677733,55.765853",Бригадирский переулок
114,28613,комбинат питания мгту им.н.э.баумана,нет,закусочная,"город Москва, Бригадирский переулок, дом 3-5",216,"37.677733,55.765853",Бригадирский переулок
115,28614,комбинат питания мгту им.н.э.баумана,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",12,"37.677733,55.765853",Бригадирский переулок
116,25796,пиццерия «академия»,да,кафе,"город Москва, Большая Бронная улица, дом 2/6",43,"37.597441,55.760033",Большая Бронная улица
117,129113,чебуречная ссср,да,кафе,"город Москва, Большая Бронная улица, дом 27/4",54,"37.60257,55.764141",Большая Бронная улица
118,136815,местечко,нет,ресторан,"город Москва, Большая Бронная улица, дом 27/4",45,"37.60257,55.764141",Большая Бронная улица
119,150625,пай поинт,нет,кафе,"город Москва, Большая Бронная улица, дом 27/4",20,"37.60257,55.764141",Большая Бронная улица
120,26075,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Большая Бронная улица, дом 29",580,"37.603101,55.764718",Большая Бронная улица
121,138699,"кафе «есть хинкали, пить вино»",нет,кафе,"город Москва, Малая Бронная улица, дом 4",40,"37.597477,55.759552",Малая Бронная улица
122,138703,кафе «лаффа лаффа»,нет,кафе,"город Москва, Малая Бронная улица, дом 4",24,"37.597477,55.759552",Малая Бронная улица
123,102832,ресторан «humans seafood bar»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",70,"37.596687,55.760672",Малая Бронная улица
124,125205,ресторан «голос»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",50,"37.596687,55.760672",Малая Бронная улица
125,81431,кафе «эстетик»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",25,"37.595779,55.762328",Малая Бронная улица
126,141006,кафе «avocado queen»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",40,"37.595779,55.762328",Малая Бронная улица
127,24262,ресторан«uilliams»,нет,ресторан,"город Москва, Малая Бронная улица, дом 20А",49,"37.595411,55.762535",Малая Бронная улица
128,21790,ресторан «донна клара»,нет,ресторан,"город Москва, Малая Бронная улица, дом 21/13, строение 1",48,"37.594818,55.762642",Малая Бронная улица
129,45561,grand cru,да,кафе,"город Москва, Малая Бронная улица, дом 22, строение 1",45,"37.595276,55.762763",Малая Бронная улица
130,140349,кафе «ladure»,нет,кафе,"город Москва, Малая Бронная улица, дом 27/14",14,"37.594072,55.76331",Малая Бронная улица
131,150881,вгик,нет,столовая,"город Москва, Будайская улица, дом 3",45,"37.665156,55.831903",Будайская улица
132,23261,бильярдный бар-клуб полковник и байрон,нет,кафе,"город Москва, проспект Будённого, дом 1/1",10,"37.721642,55.778426",проспект Будённого
133,25768,пиццерия «питто»,нет,кафе,"город Москва, проспект Будённого, дом 24, корпус 1",20,"37.731811,55.765169",проспект Будённого
134,23594,кафе «бирюса»,нет,кафе,"город Москва, Булатниковская улица, дом 5, корпус 4",20,"37.650918,55.578961",Булатниковская улица
135,26298,чайхона №1,да,ресторан,"город Москва, улица Бутлерова, дом 22",159,"37.534918,55.649144",улица Бутлерова
136,25608,шоколадница,да,кафе,"город Москва, Бутырская улица, дом 7",25,"37.583886,55.794431",Бутырская улица
137,115498,пекарня & донер,нет,закусочная,"город Москва, Бутырская улица, дом 9, корпус 2",0,"37.58376,55.794993",Бутырская улица
138,22801,финист,нет,кафе,"город Москва, Бутырская улица, дом 11",95,"37.583391,55.796005",Бутырская улица
139,27677,дэз минтранса россии,нет,столовая,"город Москва, Бутырская улица, дом 79",28,"37.58137,55.805184",Бутырская улица
140,22996,kvarta,нет,кафе,"город Москва, Бутырская улица, дом 84",38,"37.582673,55.806267",Бутырская улица
141,26141,панчо пицца,да,ресторан,"город Москва, Бутырская улица, дом 89",64,"37.58137,55.806069",Бутырская улица
142,26142,kfc,да,ресторан,"город Москва, Бутырская улица, дом 89",67,"37.58137,55.806069",Бутырская улица
143,137903,pizza hut,нет,кафе,"город Москва, улица Вавилова, дом 72/13",10,"37.547737,55.681438",улица Вавилова
144,26595,il borgo,нет,ресторан,"город Москва, улица Вавилова, дом 81",42,"37.548321,55.680864",улица Вавилова
145,24606,радэа,нет,кафе,"город Москва, Нахимовский проспект, владение 75А",7,"37.552642,55.683463",Нахимовский проспект
146,142684,кофейня даблби,нет,кафе,"город Москва, Валовая улица, дом 2-4/44, строение 1",20,"37.634829,55.731181",Валовая улица
147,144250,сабвей,да,кафе,"город Москва, Валовая улица, дом 6",22,"37.633985,55.731075",Валовая улица
148,27207,ресторан «якитория»,да,кафе,"город Москва, Валовая улица, дом 8/18",124,"37.632143,55.730882",Валовая улица
149,24109,кафе баловень,нет,кафе,"город Москва, Валовая улица, дом 11/19",35,"37.63243,55.730218",Валовая улица
150,24155,советские времена,да,кафе,"город Москва, Варсонофьевский переулок, дом 6",82,"37.62572,55.763194",Варсонофьевский переулок
151,155973,кафе «андерсон»,да,кафе,"город Москва, Варшавское шоссе, дом 2",150,"37.619683,55.699943",Варшавское шоссе
152,23618,кафе «subway»,да,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",36,"37.622405,55.700877",Варшавское шоссе
153,155852,кафе «ламаджо»,нет,кафе,"город Москва, Варшавское шоссе, дом 29",30,"37.622432,55.693226",Варшавское шоссе
154,152556,шаурма в пите,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 72, корпус 2",0,"37.618758,55.656869",Варшавское шоссе
155,120658,выпечка,нет,кафетерий,"город Москва, Варшавское шоссе, дом 100",2,"37.618812,55.646228",Варшавское шоссе
156,26279,ресторан «макдоналдс»,да,кафе,"город Москва, Варшавское шоссе, дом 143А",70,"37.599148,55.583953",Варшавское шоссе
157,149568,суши,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 3, корпус 1",0,"37.473222,55.803186",улица Маршала Василевского
158,27388,школьная столовая № 1874,нет,столовая,"город Москва, улица Маршала Василевского, дом 11, корпус 1",150,"37.46847,55.805604",улица Маршала Василевского
159,22301,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 17",45,"37.462317,55.808923",улица Маршала Василевского
160,158148,кофе «кофе собой»,нет,кафе,"город Москва, Васильевская улица, дом 2, корпус 1",10,"37.585835,55.769808",Васильевская улица
161,24269,кафе «калинка-д»,нет,кафе,"город Москва, Васильевская улица, дом 4",98,"37.587281,55.770978",Васильевская улица
162,27131,тануки,да,ресторан,"город Москва, Велозаводская улица, дом 6",114,"37.664932,55.712259",Велозаводская улица
163,28501,авлабар,нет,ресторан,"город Москва, Велозаводская улица, дом 6",40,"37.664932,55.712259",Велозаводская улица
164,128946,суши сет,да,магазин (отдел кулинарии),"город Москва, Вельяминовская улица, дом 6",3,"37.722388,55.780846",Вельяминовская улица
165,141687,пироговая рогова,нет,кафе,"город Москва, проспект Вернадского, дом 9/10",42,"37.532511,55.690755",проспект Вернадского
166,148853,кафе контдитерская кузина,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",5,"37.528882,55.688741",проспект Вернадского
167,149149,суши wok,да,кафе,"город Москва, проспект Вернадского, дом 11/19",8,"37.528882,55.688741",проспект Вернадского
168,128511,аморе,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",10,"37.528882,55.688741",проспект Вернадского
169,24875,шоколад,да,кафе,"город Москва, проспект Вернадского, дом 11/19",50,"37.528882,55.688741",проспект Вернадского
170,143755,тирольские пироги,да,магазин (отдел кулинарии),"город Москва, проспект Вернадского, дом 13",10,"37.527669,55.687655",проспект Вернадского
171,24604,кафе 35,нет,кафе,"город Москва, улица Кравченко, дом 24/35",40,"37.513494,55.67995",улица Кравченко
172,23763,столовая «оп мгу кп мгу столовая 12»,нет,столовая,"город Москва, проспект Вернадского, дом 37",240,"37.511751,55.678397",проспект Вернадского
173,19716,буфет,нет,буфет,"город Москва, проспект Вернадского, дом 86, строение 1",40,"37.474534,55.66049",проспект Вернадского
174,69990,панорама 93,нет,ресторан,"город Москва, проспект Вернадского, дом 93",60,"37.495132,55.667127",проспект Вернадского
175,20147,кафе «пекарня «мюнгер»»,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",30,"37.491377,55.667152",проспект Вернадского
176,19989,гудбар,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",40,"37.491377,55.667152",проспект Вернадского
177,19761,бар «фитнес-бар»,нет,бар,"город Москва, проспект Вернадского, дом 103, корпус 1",24,"37.492662,55.663365",проспект Вернадского
178,19700,кафе «театр на юго-западе»,нет,кафе,"город Москва, проспект Вернадского, дом 125",20,"37.482026,55.655478",проспект Вернадского
179,24646,угол,нет,кафе,"город Москва, Верхняя улица, дом 3, корпус 2",71,"37.574911,55.776856",Верхняя улица
180,155529,пекарня №1,нет,закусочная,"город Москва, Весковский переулок, дом 4",10,"37.599588,55.778391",Весковский переулок
181,20632,бар в фитнес клубе,нет,бар,"город Москва, Глазовский переулок, дом 5",4,"37.587084,55.743933",Глазовский переулок
182,27991,столовая при военторгбаз фкп «5113цтзб»,нет,столовая,"город Москва, улица Вешних Вод, дом 6, корпус 1",100,"37.697576,55.859382",улица Вешних Вод
183,23169,марина,нет,кафе,"город Москва, улица Вешних Вод, дом 8, корпус 2",90,"37.69975,55.859524",улица Вешних Вод
184,23185,кафе-бар «караоке myzon»,нет,кафе,"город Москва, Вешняковская улица, дом 2",32,"37.820502,55.737715",Вешняковская улица
185,29549,при школе 781,нет,столовая,"город Москва, Вешняковская улица, дом 2",220,"37.820502,55.737715",Вешняковская улица
186,20900,буфет-раздаточная,нет,буфет,"город Москва, улица Вилиса Лациса, дом 23, корпус 1",16,"37.420275,55.862843",улица Вилиса Лациса
187,27372,столовая гбоу сош №1399,нет,столовая,"город Москва, улица Вилиса Лациса, дом 33, корпус 1",120,"37.409567,55.859872",улица Вилиса Лациса
188,80410,гамбринус,да,ресторан,"город Москва, 1-я Владимирская улица, дом 9",50,"37.774427,55.759451",1-я Владимирская улица
189,23229,пицца фабрика,да,кафе,"город Москва, 1-я Владимирская улица, дом 14",18,"37.774957,55.757024",1-я Владимирская улица
190,126956,"шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 1-я Владимирская улица, дом 21",0,"37.777068,55.756118",1-я Владимирская улица
191,120580,французская пекарня delice,нет,магазин (отдел кулинарии),"город Москва, 1-я Владимирская улица, дом 39/12",12,"37.780545,55.749522",1-я Владимирская улица
192,21449,буфет при цо №1852,нет,буфет,"город Москва, 2-я Владимирская улица, дом 22",40,"37.780545,55.756275",2-я Владимирская улица
193,73331,суши фиш,нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 36",3,"37.783868,55.751031",2-я Владимирская улица
194,77929,subway,да,кафе,"город Москва, 2-я Владимирская улица, дом 36",14,"37.783868,55.751031",2-я Владимирская улица
195,149531,"шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 44/10",0,"37.785018,55.74904",2-я Владимирская улица
196,149428,домино'с пицца,да,кафе,"город Москва, 2-я Владимирская улица, дом 52, корпус 2",18,"37.78659,55.746335",2-я Владимирская улица
197,25814,домино'с пицца,да,кафе,"город Москва, 3-я Владимирская улица, дом 6",8,"37.784641,55.76214",3-я Владимирская улица
198,124201,"шаурма, выпечка",нет,предприятие быстрого обслуживания,"город Москва, 3-я Владимирская улица, дом 27",0,"37.791271,55.754031",3-я Владимирская улица
199,27244,тануки,да,ресторан,"город Москва, 3-я Владимирская улица, дом 29",100,"37.791648,55.753413",3-я Владимирская улица
200,21590,школа 190 филиал,нет,буфет,"город Москва, улица Архитектора Власова, дом 11, корпус 1",30,"37.552714,55.678661",улица Архитектора Власова
201,25786,алло пицца,да,предприятие быстрого обслуживания,"город Москва, улица Архитектора Власова, дом 47",40,"37.54383,55.666487",улица Архитектора Власова
202,29605,столовая при институте им. пушкина,нет,столовая,"город Москва, улица Академика Волгина, дом 6",95,"37.518129,55.653456",улица Академика Волгина
203,24872,хинкальная,да,кафе,"город Москва, улица Академика Волгина, дом 29, корпус 1",80,"37.507906,55.643612",улица Академика Волгина
204,26051,дурдинъ,нет,ресторан,"город Москва, Волгоградский проспект, дом 4",200,"37.670034,55.730725",Волгоградский проспект
205,22005,кафе «якитория»,да,кафе,"город Москва, Волгоградский проспект, дом 15",158,"37.677571,55.729397",Волгоградский проспект
206,150836,гбоу школа №1468,нет,столовая,"город Москва, Волгоградский проспект, дом 17, строение 1",0,"37.679996,55.729017",Волгоградский проспект
207,25583,кафе «чебурекас»,нет,кафе,"город Москва, Волгоградский проспект, дом 17, строение 1",65,"37.679996,55.729017",Волгоградский проспект
208,27215,кафе «тануки»,да,ресторан,"город Москва, Волгоградский проспект, дом 17",150,"37.678981,55.728586",Волгоградский проспект
209,156659,loft 17,нет,бар,"город Москва, Волгоградский проспект, дом 17",55,"37.678981,55.728586",Волгоградский проспект
210,29282,гбоу сош № 641 им. сергея есенина,нет,столовая,"город Москва, Волгоградский проспект, дом 66, корпус 4",196,"37.75691,55.704443",Волгоградский проспект
211,21463,гбоу сош № 825,нет,столовая,"город Москва, Волгоградский проспект, дом 103, корпус 6",120,"37.757117,55.709541",Волгоградский проспект
