,Unnamed: 0,id,object_name,chain,object_type,address,number,coordinates,street,address_list,region
3452,3452,20490,красная машина,нет,бар,"город Москва, Ленинградский проспект, дом 39, строение 41",57,"37.53826,55.794684",Ленинградский проспект,,Хорошёвский район
3453,3453,26854,вояж,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 5",50,"37.54285,55.794619",Ленинградский проспект,,Хорошёвский район
3455,3455,21956,бизнес клуб «финансист»,нет,кафе,"город Москва, Ленинградский проспект, дом 55",106,"37.525612,55.801369",Ленинградский проспект,,Хорошёвский район
3459,3459,28451,успех,нет,кафе,"город Москва, Ленинградский проспект, дом 47, строение 3",70,"37.531199,55.79893",Ленинградский проспект,,Хорошёвский район
3467,3467,26534,leningrad,нет,ресторан,"город Москва, Ленинградский проспект, дом 24А",90,"37.574714,55.783554",Ленинградский проспект,,район Беговой
3468,3468,21877,leningrad,нет,кафе,"город Москва, Ленинградский проспект, дом 24А",25,"37.574714,55.783554",Ленинградский проспект,,район Беговой
3469,3469,83816,столовая миг,нет,столовая,"город Москва, Ленинградский проспект, дом 31, строение 3",40,"37.560727,55.784106",Ленинградский проспект,,район Беговой
3470,3470,28452,столовая бабурова и.н.,нет,столовая,"город Москва, Ленинградский проспект, дом 47, строение 1",20,"37.530822,55.7998",Ленинградский проспект,,Хорошёвский район
3471,3471,153109,ферма,нет,ресторан,"город Москва, Ленинградский проспект, дом 39, строение 30",40,"37.539967,55.793779",Ленинградский проспект,,Хорошёвский район
3472,3472,153105,муракамэ,нет,ресторан,"город Москва, Ленинградский проспект, дом 47, строение 2",60,"37.532592,55.799036",Ленинградский проспект,,Хорошёвский район
3473,3473,153106,смок-1,нет,бар,"город Москва, Ленинградский проспект, дом 47, строение 2",15,"37.532592,55.799036",Ленинградский проспект,,Хорошёвский район
3474,3474,140302,караоке трели,нет,кафе,"город Москва, Ленинградский проспект, дом 47, строение 2",50,"37.532592,55.799036",Ленинградский проспект,,Хорошёвский район
3475,3475,140275,иль патио,да,ресторан,"город Москва, Ленинградский проспект, дом 47, строение 2",53,"37.532592,55.799036",Ленинградский проспект,,Хорошёвский район
3476,3476,22874,кулинариум,нет,кафе,"город Москва, Ленинградский проспект, дом 47, строение 2",30,"37.532592,55.799036",Ленинградский проспект,,Хорошёвский район
3477,3477,26147,гуп «сэу фсвт россии»,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 1",64,"37.546605,55.792002",Ленинградский проспект,,Хорошёвский район
3478,3478,29661,цдс дюна,нет,кафе,"город Москва, Ленинградский проспект, дом 39, строение 1",2,"37.539868,55.790555",Ленинградский проспект,,Хорошёвский район
3480,3480,20913,буфет мади,нет,буфет,"город Москва, Ленинградский проспект, дом 64",40,"37.529151,55.802341",Ленинградский проспект,,район Аэропорт
3481,3481,20914,буфет мади,нет,буфет,"город Москва, Ленинградский проспект, дом 64",40,"37.529151,55.802341",Ленинградский проспект,,район Аэропорт
3482,3482,28639,столовая мади,нет,столовая,"город Москва, Ленинградский проспект, дом 64",90,"37.529151,55.802341",Ленинградский проспект,,район Аэропорт
3483,3483,27351,столовая московского международного университета,нет,столовая,"город Москва, Ленинградский проспект, дом 17",80,"37.57077,55.782",Ленинградский проспект,,район Беговой
3489,3489,19980,кафе «жемчужина»,нет,кафе,"город Москва, проспект Вернадского, дом 127, корпус 3",50,"37.482349,55.654112",проспект Вернадского,,район Тропарёво-Никулино
3491,3491,26129,паризьен,нет,ресторан,"город Москва, Ленинградский проспект, дом 31, строение 9",70,"37.562137,55.785387",Ленинградский проспект,,район Беговой
3492,3492,27008,яръ,нет,ресторан,"город Москва, Ленинградский проспект, дом 32/2",100,"37.569441,55.784622",Ленинградский проспект,,район Беговой
3493,3493,21027,буфет театра ромэн,нет,буфет,"город Москва, Ленинградский проспект, дом 32/2",45,"37.569441,55.784622",Ленинградский проспект,,район Беговой
3494,3494,21417,буфет школы № 152,нет,буфет,"город Москва, Ленинградский проспект, дом 46",40,"37.545159,55.795904",Ленинградский проспект,,район Аэропорт
3495,3495,111083,среда,нет,буфет,"город Москва, Ленинградский проспект, дом 30, строение 1",15,"37.570231,55.784207",Ленинградский проспект,,район Беговой
3496,3496,111019,илья муромец,да,ресторан,"город Москва, Ленинградский проспект, дом 23",90,"37.569216,55.783165",Ленинградский проспект,,район Беговой
3497,3497,114263,казан-чайхона кафе,нет,кафе,"город Москва, Ленинградский проспект, дом 23",40,"37.569216,55.783165",Ленинградский проспект,,район Беговой
3498,3498,27906,пресс-столовая,нет,столовая,"город Москва, Ленинградский проспект, дом 22",40,"37.574983,55.781975",Ленинградский проспект,,район Беговой
3499,3499,135906,ача-чача,нет,кафе,"город Москва, Ленинградский проспект, дом 9Б, строение 1",60,"37.574624,55.780507",Ленинградский проспект,,район Беговой
4091,4091,149112,кафе-бар «салют»,нет,кафе,"город Москва, Варшавское шоссе, дом 45",42,"37.625289,55.679945",Варшавское шоссе,,район Нагатино-Садовники
4112,4112,142987,бистро «burger shaw»,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 39",0,"37.624121,55.684473",Варшавское шоссе,,район Нагатино-Садовники
4114,4114,28128,чип-гео геологический центр,нет,столовая,"город Москва, Варшавское шоссе, дом 39А",140,"37.624022,55.686284",Варшавское шоссе,,район Нагатино-Садовники
4198,4198,26184,бир н ролл,нет,кафе,"город Москва, проспект Мира, дом 196, строение 1",65,"37.660314,55.837303",проспект Мира,,район Ростокино
4258,4258,74586,эгоистка,нет,кафе,"город Москва, проспект Мира, дом 7, строение 3",40,"37.631272,55.775064",проспект Мира,,Мещанский район
4269,4269,68315,кофе хаус,да,кафе,"город Москва, проспект Мира, дом 42",60,"37.63376,55.780689",проспект Мира,,Мещанский район
4271,4271,22496,слава,нет,кафе,"город Москва, проспект Мира, дом 21, строение 2",30,"37.632107,55.778679",проспект Мира,,Мещанский район
4272,4272,78308,райский пирожок,нет,кафе,"город Москва, проспект Мира, дом 26, строение 1",24,"37.633068,55.77796",проспект Мира,,Мещанский район
4273,4273,26003,мадам галифе,нет,ресторан,"город Москва, проспект Мира, дом 26, строение 1",60,"37.633068,55.77796",проспект Мира,,Мещанский район
4274,4274,139657,kusselita,нет,кафе,"город Москва, проспект Мира, дом 26, строение 1",36,"37.633068,55.77796",проспект Мира,,Мещанский район
4275,4275,136627,хачапури,да,кафе,"город Москва, проспект Мира, дом 26, строение 1",130,"37.633068,55.77796",проспект Мира,,Мещанский район
4276,4276,125336,upside down cake,нет,кафе,"город Москва, проспект Мира, дом 26, строение 1",50,"37.633068,55.77796",проспект Мира,,Мещанский район
4277,4277,144012,тин вудман бар,нет,бар,"город Москва, проспект Мира, дом 26, строение 1",20,"37.633068,55.77796",проспект Мира,,Мещанский район
4281,4281,20838,кафетерий (служебный) гостиницы «космос»,нет,кафе,"город Москва, проспект Мира, дом 150",50,"37.647037,55.822271",проспект Мира,,Алексеевский район
4282,4282,20705,бар «паб»,нет,бар,"город Москва, проспект Мира, дом 150",50,"37.647037,55.822271",проспект Мира,,Алексеевский район
4283,4283,22882,кафе «космос»,нет,кафе,"город Москва, проспект Мира, дом 150",35,"37.647037,55.822271",проспект Мира,,Алексеевский район
4284,4284,22894,кафе «саквояж»,нет,кафе,"город Москва, проспект Мира, дом 150",110,"37.647037,55.822271",проспект Мира,,Алексеевский район
4285,4285,20248,ночной клуб «солярис»,нет,бар,"город Москва, проспект Мира, дом 150",100,"37.647037,55.822271",проспект Мира,,Алексеевский район
4286,4286,20646,шоколадница,да,бар,"город Москва, проспект Мира, дом 150",150,"37.647037,55.822271",проспект Мира,,Алексеевский район
4287,4287,20352,бар «терраса»,нет,бар,"город Москва, проспект Мира, дом 150",100,"37.647037,55.822271",проспект Мира,,Алексеевский район
4288,4288,25758,ресторан «пикколо диаболо»,нет,ресторан,"город Москва, проспект Мира, дом 150",150,"37.647037,55.822271",проспект Мира,,Алексеевский район
4289,4289,26992,ресторан «планета космос»,нет,ресторан,"город Москва, проспект Мира, дом 150",25,"37.647037,55.822271",проспект Мира,,Алексеевский район
4290,4290,27015,банкетный зал «галактика»,нет,ресторан,"город Москва, проспект Мира, дом 150",250,"37.647037,55.822271",проспект Мира,,Алексеевский район
4291,4291,27016,банкетный зал «вечерний-космос»,нет,ресторан,"город Москва, проспект Мира, дом 150",250,"37.647037,55.822271",проспект Мира,,Алексеевский район
4292,4292,27017,ресторан «калинка»,нет,ресторан,"город Москва, проспект Мира, дом 150",127,"37.647037,55.822271",проспект Мира,,Алексеевский район
4293,4293,27110,ресторан «золотые пруды»,нет,ресторан,"город Москва, проспект Мира, дом 150",50,"37.647037,55.822271",проспект Мира,,Алексеевский район
4304,4304,28288,кафе при оао «гипромез»,нет,кафе,"город Москва, проспект Мира, дом 101, строение 2",64,"37.635664,55.81168",проспект Мира,,Останкинский район
4305,4305,21253,буфет при оао вниси,нет,буфет,"город Москва, проспект Мира, дом 106",28,"37.636868,55.802487",проспект Мира,,Алексеевский район
4313,4313,74687,кавказская пленница,нет,ресторан,"город Москва, проспект Мира, дом 36, строение 1",100,"37.633347,55.779287",проспект Мира,,Мещанский район
4318,4318,72293,чайхона №1,да,ресторан,"город Москва, проспект Мира, дом 28",90,"37.633491,55.777975",проспект Мира,,Мещанский район
4332,4332,29772,кафе-бар при кинотеатре «космос»,нет,кафе,"город Москва, проспект Мира, дом 109",40,"37.636778,55.818675",проспект Мира,,Останкинский район
4336,4336,138013,столовая при школе № 2107,нет,буфет,"город Москва, проспект Мира, дом 50",10,"37.63456,55.782365",проспект Мира,,Мещанский район
4342,4342,27448,школьно-базовая столовая колорит гимназ. 1518,нет,столовая,"город Москва, проспект Мира, дом 87",200,"37.635107,55.803646",проспект Мира,,Останкинский район
4358,4358,125121,garnets & рассольников,нет,ресторан,"город Москва, проспект Мира, дом 68, строение 1А",104,"37.635817,55.787513",проспект Мира,,Мещанский район
4428,4428,23820,столовая школа 712,нет,столовая,"город Москва, Кутузовский проспект, дом 80",168,"37.455408,55.725732",Кутузовский проспект,,район Фили-Давыдково
4480,4480,27024,рум сервис,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, строение 1",1200,"37.565713,55.751406",Кутузовский проспект,,район Дорогомилово
4481,4481,26336,татлер клаб,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, строение 1",200,"37.565713,55.751406",Кутузовский проспект,,район Дорогомилово
4482,4482,26333,ресторан банкетного обслуживания,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, строение 1",200,"37.565713,55.751406",Кутузовский проспект,,район Дорогомилово
4483,4483,26334,ресторан веранда,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, строение 1",200,"37.565713,55.751406",Кутузовский проспект,,район Дорогомилово
4484,4484,20417,лобби бар,нет,бар,"город Москва, Кутузовский проспект, дом 2/1, строение 1",50,"37.565713,55.751406",Кутузовский проспект,,район Дорогомилово
4509,4509,29406,столовая школы 1232,нет,столовая,"город Москва, Кутузовский проспект, дом 6",68,"37.561257,55.750033",Кутузовский проспект,,район Дорогомилово
4515,4515,27361,столовая школы 1232,нет,столовая,"город Москва, Кутузовский проспект, дом 28",200,"37.538781,55.743188",Кутузовский проспект,,район Дорогомилово
4525,4525,69883,good chillout коллекция,нет,ресторан,"город Москва, Кутузовский проспект, дом 36А",92,"37.526295,55.738774",Кутузовский проспект,,район Дорогомилово
4526,4526,143405,фу сян,нет,ресторан,"город Москва, Кутузовский проспект, дом 36А",50,"37.526295,55.738774",Кутузовский проспект,,район Дорогомилово
4776,4776,28119,фгуп международный почтампт,нет,столовая,"город Москва, Варшавское шоссе, дом 37",250,"37.623411,55.688649",Варшавское шоссе,,район Нагатино-Садовники
4782,4782,25724,фуза,нет,кафе,"город Москва, Варшавское шоссе, дом 56, строение 2",45,"37.619854,55.666167",Варшавское шоссе,,Нагорный район
4834,4834,23450,столовая при кбтм,нет,столовая,"город Москва, проспект Вернадского, дом 101, строение 2",100,"37.489769,55.664004",проспект Вернадского,,район Тропарёво-Никулино
4835,4835,69632,ресторан «вьеткафе»,да,ресторан,"город Москва, проспект Вернадского, дом 105, корпус 1",120,"37.485861,55.662354",проспект Вернадского,,район Тропарёво-Никулино
4836,4836,153757,кафе,нет,кафе,"город Москва, проспект Вернадского, дом 100, корпус ЗОНА, строение А",23,"37.546075,55.702845",проспект Вернадского,,no_region
4919,4919,53054,авиалюкс,нет,ресторан,"город Москва, Ленинградский проспект, дом 68, строение 23",70,"37.524327,55.803621",Ленинградский проспект,,район Аэропорт
4931,4931,121109,аэроплаза,нет,кафе,"город Москва, Ленинградский проспект, дом 37, корпус 9",32,"37.547387,55.79055",Ленинградский проспект,,Хорошёвский район
4932,4932,27043,ресторан аэроплаза,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 9",190,"37.547387,55.79055",Ленинградский проспект,,Хорошёвский район
4933,4933,27037,аэростар-клуб,нет,ресторан,"город Москва, Ленинградский проспект, дом 37, корпус 9",95,"37.547387,55.79055",Ленинградский проспект,,Хорошёвский район
4934,4934,20351,эстрада лобби-бар,нет,бар,"город Москва, Ленинградский проспект, дом 37, корпус 9",95,"37.547387,55.79055",Ленинградский проспект,,Хорошёвский район
4941,4941,21666,луиджи,нет,кафе,"город Москва, проспект Мира, дом 61",45,"37.634479,55.785964",проспект Мира,,Мещанский район
4953,4953,26039,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 39А",200,"37.632359,55.781038",проспект Мира,,Мещанский район
5017,5017,135987,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 80, корпус 21",95,"37.512389,55.808543",Ленинградский проспект,,район Сокол
5018,5018,26146,остерия марио,нет,ресторан,"город Москва, Ленинградский проспект, дом 80, корпус 21",90,"37.512389,55.808543",Ленинградский проспект,,район Сокол
5019,5019,22848,якитория,да,ресторан,"город Москва, Ленинградский проспект, дом 80, корпус 21",110,"37.512389,55.808543",Ленинградский проспект,,район Сокол
5103,5103,151965,кафе «крошка-картошка»,нет,кафе,"город Москва, проспект Мира, дом 95, строение 1",20,"37.635853,55.808002",проспект Мира,,Останкинский район
5104,5104,28281,кафе ип зеленый а.ю.,нет,кафе,"город Москва, проспект Мира, дом 95, строение 1",40,"37.635853,55.808002",проспект Мира,,Останкинский район
5119,5119,27870,столовая «гуп орс метрополитен»,нет,столовая,"город Москва, проспект Мира, дом 41, строение 2",40,"37.632637,55.78161",проспект Мира,,Мещанский район
5150,5150,22206,кафе «кулинарное чтиво»,нет,кафе,"город Москва, проспект Мира, дом 105",20,"37.634272,55.814143",проспект Мира,,Останкинский район
5151,5151,21238,буфет-раздаточная при оао «московская типография № 2»,нет,буфет,"город Москва, проспект Мира, дом 105",52,"37.634272,55.814143",проспект Мира,,Останкинский район
5152,5152,24780,кафе «типо фитнес»,нет,кафе,"город Москва, проспект Мира, дом 105, строение 1",60,"37.637461,55.815145",проспект Мира,,Останкинский район
5159,5159,73514,ресторан «урюк»,да,ресторан,"город Москва, проспект Мира, дом 102, корпус 1",200,"37.636671,55.800595",проспект Мира,,Алексеевский район
5166,5166,25237,му-му,да,кафе,"город Москва, проспект Мира, дом 114Б, строение 2",273,"37.638,55.808225",проспект Мира,,Алексеевский район
5172,5172,23054,кафе «музей космонавтики»,нет,кафе,"город Москва, проспект Мира, дом 111",44,"37.639743,55.822751",проспект Мира,,no_region
5239,5239,23114,пбо la pausa pizzeria and cafe,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 1",92,"37.66265,55.844041",проспект Мира,,район Свиблово
5241,5241,26865,ресторан «макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 123А",128,"37.64242,55.827545",проспект Мира,,Останкинский район
5242,5242,22205,пиццерия «джовани»,нет,кафе,"город Москва, проспект Мира, дом 123А",80,"37.64242,55.827545",проспект Мира,,Останкинский район
5243,5243,28747,столовая-доготовочная школы-интерната № 16,нет,столовая,"город Москва, проспект Мира, дом 123А",225,"37.64242,55.827545",проспект Мира,,Останкинский район
5298,5298,81498,кафе-ресторан «биф-тайм»,нет,ресторан,"город Москва, проспект Мира, дом 102, строение 1А",95,"37.636769,55.801015",проспект Мира,,Алексеевский район
5314,5314,22884,кафе «базилик»,нет,кафе,"город Москва, проспект Мира, дом 120, корпус 1",45,"37.638826,55.81217",проспект Мира,,Алексеевский район
5341,5341,28474,столовая ао госниип,нет,столовая,"город Москва, проспект Мира, дом 125",80,"37.649606,55.830387",проспект Мира,,район Ростокино
5391,5391,71371,ресторан хинкальная,да,ресторан,"город Москва, проспект Мира, дом 211, корпус 2",25,"37.662093,55.845855",проспект Мира,,район Свиблово
5392,5392,71372,закусочная kfc,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 211, корпус 2",110,"37.662093,55.845855",проспект Мира,,район Свиблово
5393,5393,71373,закусочная kfc,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 211, корпус 2",86,"37.662093,55.845855",проспект Мира,,район Свиблово
5394,5394,70328,иль патио,да,ресторан,"город Москва, проспект Мира, дом 211, корпус 2",198,"37.662093,55.845855",проспект Мира,,район Свиблово
5395,5395,71948,чайхона №1,да,ресторан,"город Москва, проспект Мира, дом 211, корпус 2",218,"37.662093,55.845855",проспект Мира,,район Свиблово
5396,5396,71950,кафе франклинс,нет,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 211, корпус 2",16,"37.662093,55.845855",проспект Мира,,район Свиблово
5397,5397,73068,кафе beef you,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",10,"37.662093,55.845855",проспект Мира,,район Свиблово
5398,5398,69504,закусочная labobaloca,нет,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 211, корпус 2",12,"37.662093,55.845855",проспект Мира,,район Свиблово
5399,5399,75733,елки-палки,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",96,"37.662093,55.845855",проспект Мира,,район Свиблово
5400,5400,26185,кафе панчо пицца,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",136,"37.662093,55.845855",проспект Мира,,район Свиблово
5401,5401,26187,кафе ёжики тефтельки,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",100,"37.662093,55.845855",проспект Мира,,район Свиблово
5402,5402,26660,кафе золотая арфа,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",20,"37.662093,55.845855",проспект Мира,,район Свиблово
5403,5403,26661,кафе бифхаус,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",165,"37.662093,55.845855",проспект Мира,,район Свиблово
5404,5404,26662,кафе,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",150,"37.662093,55.845855",проспект Мира,,район Свиблово
5405,5405,26664,кафе траттория терраса,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",173,"37.662093,55.845855",проспект Мира,,район Свиблово
5406,5406,23113,елки-палки,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",150,"37.662093,55.845855",проспект Мира,,район Свиблово
5407,5407,23117,кафе,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",20,"37.662093,55.845855",проспект Мира,,район Свиблово
5408,5408,23118,кафе джелатерия прима,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",40,"37.662093,55.845855",проспект Мира,,район Свиблово
5409,5409,23119,кафе техас-чикен,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5410,5410,23120,кафе пицца ди рома,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5411,5411,23121,кофейня кофеин,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",23,"37.662093,55.845855",проспект Мира,,район Свиблово
5412,5412,23122,кофейня шоколадница,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",92,"37.662093,55.845855",проспект Мира,,район Свиблово
5413,5413,23123,кофе хаус,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",70,"37.662093,55.845855",проспект Мира,,район Свиблово
5414,5414,23124,кафе marshe,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",56,"37.662093,55.845855",проспект Мира,,район Свиблово
5415,5415,23125,кафе кофе тун,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",68,"37.662093,55.845855",проспект Мира,,район Свиблово
5416,5416,23126,кафе ошхона,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",100,"37.662093,55.845855",проспект Мира,,район Свиблово
5417,5417,23127,кафе в кинотеатре люксор,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",250,"37.662093,55.845855",проспект Мира,,район Свиблово
5418,5418,24795,кофе хаус,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",60,"37.662093,55.845855",проспект Мира,,район Свиблово
5419,5419,24797,пивная street суши room,нет,бар,"город Москва, проспект Мира, дом 211, корпус 2",48,"37.662093,55.845855",проспект Мира,,район Свиблово
5420,5420,24798,кафе дели,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",20,"37.662093,55.845855",проспект Мира,,район Свиблово
5421,5421,24786,кафе кофе сэт,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",90,"37.662093,55.845855",проспект Мира,,район Свиблово
5422,5422,24788,кафе дом кафе,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",45,"37.662093,55.845855",проспект Мира,,район Свиблово
5423,5423,24789,кафе галерея-алекс,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",150,"37.662093,55.845855",проспект Мира,,район Свиблово
5424,5424,24790,кафе жемчужина,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",80,"37.662093,55.845855",проспект Мира,,район Свиблово
5425,5425,24791,кафе э.д.р.,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",16,"37.662093,55.845855",проспект Мира,,район Свиблово
5426,5426,20770,кафе блиндаж,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5427,5427,20771,кафе солоха,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5428,5428,20772,кафе обжорный ряд,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",150,"37.662093,55.845855",проспект Мира,,район Свиблово
5429,5429,20808,кафе золотая арфа,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",109,"37.662093,55.845855",проспект Мира,,район Свиблово
5430,5430,21898,кофейня шоколадница,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",90,"37.662093,55.845855",проспект Мира,,район Свиблово
5431,5431,77221,хинкальная,да,кафе,"город Москва, проспект Мира, дом 211, корпус 2",56,"37.662093,55.845855",проспект Мира,,район Свиблово
5432,5432,20529,суши-бар,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5433,5433,75129,кафе золотая грань,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 2",50,"37.662093,55.845855",проспект Мира,,район Свиблово
5463,5463,72909,столовая гбоу школа № 293 им. а.т. твардовского,нет,столовая,"город Москва, проспект Мира, дом 128",150,"37.640327,55.817861",проспект Мира,,Алексеевский район
6033,6033,29359,эдельвейс,нет,кафе,"город Москва, Ленинский проспект, дом 65, корпус 3",32,"37.557188,55.692059",Ленинский проспект,,Гагаринский район
6041,6041,29616,столовая гбоу школа № 1532 здание 2,нет,столовая,"город Москва, Профсоюзная улица, дом 156, корпус 6",160,"37.49347,55.617724",Профсоюзная улица,,район Тёплый Стан
6042,6042,29615,столовая гбоу школа № 109,нет,столовая,"город Москва, Ленинский проспект, дом 131, корпус 4",300,"37.479106,55.642326",Ленинский проспект,,район Тёплый Стан
6055,6055,29439,ст.шк.113 «школьник-юз»,нет,столовая,"город Москва, Профсоюзная улица, дом 118Б",240,"37.516647,55.637642",Профсоюзная улица,,район Коньково
6059,6059,26308,макдоналдс,да,кафе,"город Москва, Ленинский проспект, дом 111/2",150,"37.508661,55.662222",Ленинский проспект,,Обручевский район
6063,6063,28527,фгбу транспортный комбинат россия,нет,столовая,"город Москва, Профсоюзная улица, дом 74",35,"37.544566,55.662557",Профсоюзная улица,,Обручевский район
6069,6069,27267,ресторан «тануки»,да,ресторан,"город Москва, Профсоюзная улица, дом 126, корпус 1",80,"37.518587,55.632672",Профсоюзная улица,,район Тёплый Стан
6070,6070,24619,кафе «небеса»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 1",54,"37.518587,55.632672",Профсоюзная улица,,район Тёплый Стан
6071,6071,125154,кафе «у лоренцо»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",55,"37.516844,55.63037",Профсоюзная улица,,район Тёплый Стан
6072,6072,143508,кафе «woodwoodburgers»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",20,"37.516844,55.63037",Профсоюзная улица,,район Тёплый Стан
6073,6073,143509,кафе «tacador»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",20,"37.516844,55.63037",Профсоюзная улица,,район Тёплый Стан
6074,6074,143510,кафе «cezve coffee»,нет,кафе,"город Москва, Профсоюзная улица, дом 126, корпус 3",20,"37.516844,55.63037",Профсоюзная улица,,район Тёплый Стан
6075,6075,143013,ресторан «китайские новости»,нет,ресторан,"город Москва, Профсоюзная улица, дом 126, корпус 3",190,"37.516844,55.63037",Профсоюзная улица,,район Тёплый Стан
6082,6082,29817,комбинат питания ран,нет,ресторан,"город Москва, Ленинский проспект, дом 32А",89,"37.577561,55.71057",Ленинский проспект,,Гагаринский район
6085,6085,23901,черемушки кафе при фок,нет,кафе,"город Москва, Профсоюзная улица, дом 62, корпус 5",10,"37.547109,55.668615",Профсоюзная улица,,Обручевский район
6097,6097,26309,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 56",40,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6098,6098,26985,пивной двор,нет,ресторан,"город Москва, Профсоюзная улица, дом 56",80,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6099,6099,25401,пиццерия,нет,кафе,"город Москва, Профсоюзная улица, дом 56",20,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6100,6100,25403,латте,нет,кафе,"город Москва, Профсоюзная улица, дом 56",86,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6101,6101,25404,домино'с пицца,да,кафе,"город Москва, Профсоюзная улица, дом 56",50,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6102,6102,112178,кафе теремок,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 56",15,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6103,6103,112181,крошка картошка,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 56",40,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6104,6104,111341,food trip cafe,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 56",12,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6105,6105,111529,тирольские пироги,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 56",4,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6106,6106,111541,glowsubs sandwiches,да,кафе,"город Москва, Профсоюзная улица, дом 56",12,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6107,6107,114523,кулинарное бюро kitchen,да,кафе,"город Москва, Профсоюзная улица, дом 56",70,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
6108,6108,115197,ресторантс-сервис,нет,ресторан,"город Москва, Профсоюзная улица, дом 56",24,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
